speaker_name,title,posted_date,duration,Link,about_speaker,about_talk,views,tags
Kio Stark,Why you should talk to strangers,Aug 2016,11:52,https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers?language=en,Kio Stark explores the myriad ways encounters with strangers impact our lives.,"""When you talk to strangers, you're making beautiful interruptions into the expected narrative of your daily life -- and theirs,"" says Kio Stark. In this delightful talk, Stark explores the overlooked benefits of pushing past our default discomfort when it comes to strangers and embracing those fleeting but profoundly beautiful moments of genuine connection.","3,097,134","collaboration,computers,death"
Christopher Bell,Bring on the female superheroes!,Aug 2016,15:48,https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes?language=en,"Dr. Christopher Bell specializes in the study of popular culture, focusing on the ways in which race, class and gender intersect in different forms of media.","Why is it so hard to find female superhero merchandise? In this passionate, sparkling talk, media studies scholar (and father of a Star Wars-obsessed daughter) Christopher Bell addresses the alarming lack of female superheroes in the toys and products marketed to kids -- and what it means for how we teach them about the world.","1,246,101","photography,humanity,aging"
Akshita Agarwal,The paradox of value,Aug 2016,3:30,https://www.ted.com/talks/akshita_agarwal_the_paradox_of_value?language=en,,"Imagine you're on a game show and you can choose between two prizes: a diamond ... or a bottle of water. It's an easy choice – the diamonds are more valuable. But if given the same choice when you were dehydrated in the desert, after wandering for days, would you choose differently? Why? Aren't diamonds still more valuable? Akshita Agarwal explains the paradox of value. [Directed by Qa'ed Mai, narrated by Julianna Zarzycki].","1,984,306","cancer,communication,business"
Julia Bacha,How women wage conflict without violence,Aug 2016,12:27,https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence?language=en,"Julia Bacha is the creative director at Just Vision, an organization that uses film and multimedia storytelling to foster constructive conversations on some of the most divisive issues of our times.","Are you setting out to change the world? Here's a stat you should know: nonviolent campaigns are 100 percent more likely to succeed than violent ones. So why don't more groups use nonviolence when faced with conflict? Filmmaker Julia Bacha shares stories of effective nonviolent resistance, including eye-opening research on the crucial leadership role that women play.","893,018","economics,engineering,collaboration"
Vanessa Ruiz,The spellbinding art of human anatomy,Aug 2016,11:22,https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy?language=en,Vanessa Ruiz documents the intersection of medical illustration and contemporary art.,"Vanessa Ruiz takes us on an illustrated journey of human anatomical art over the centuries, sharing captivating images that bring this visual science -- and the contemporary artists inspired by it -- to life. ""Anatomical art has the power to reach far beyond the pages of a medical textbook,"" she says, ""connecting our innermost selves with our bodies through art.""","1,532,892","disability,community,collaboration"
Don Tapscott,How the blockchain is changing money and business,Aug 2016,18:49,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business?language=en,"Don Tapscott, Executive Chairman of the Blockchain Research Institute, is one of the world’s leading authorities on the impact of technology in business and society. He has authored 16 books, including ""Wikinomics: How Mass Collaboration Changes Everything,"" which has been translated into over 25 languages","What is the blockchain? If you don't know, you should; if you do, chances are you still need some clarification on how it actually works. Don Tapscott is here to help, demystifying this world-changing, trust-building technology which, he says, represents nothing less than the second generation of the internet and holds the potential to transform money, business, government and society.","4,654,433","communication,community,adventure"
Laura Boushnak,The deadly legacy of cluster bombs,Aug 2016,11:36,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs?language=en,"Laura Boushnak is a Kuwaiti-born Palestinian photographer whose work focuses on women, literacy and education reform in the Arab world. ","The destruction of war doesn't stop when the fighting is over. Photographer and TED Fellow Laura Boushnak shares a powerful photo essay about the survivors of cluster bombs, people who encountered these deadly submunitions years after the end of conflict. With her haunting photos, Boushnak asks those who still produce and condone the use of these weapons to abandon them.","714,449","ancient world,archaeology,astronomy"
Timothy Ihrig,What we can do to die well,Aug 2016,13:32,https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well?language=en,Timothy Ihrig advocates for an approach to healthcare that prioritizes a patient's personal values.,"The healthcare industry in America is so focused on pathology, surgery and pharmacology -- on what doctors ""do"" to patients -- that it often overlooks the values of the human beings it's supposed to care for. Palliative care physician Timothy Ihrig explains the benefits of a different approach, one that fosters a patient's overall quality of life and navigates serious illness from diagnosis to death with dignity and compassion.","1,409,939","chemistry,extraterrestrial life,alternative energy"
Olivier Scalabre,The next manufacturing revolution is here,Aug 2016,12:26,https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here?language=en,BCG's Olivier Scalabre analyzes the evolution of large industrial companies' manufacturing footprint and operations. ,"Economic growth has been slowing for the past 50 years, but relief might come from an unexpected place -- a new form of manufacturing that is neither what you thought it was nor where you thought it was. Industrial systems thinker Olivier Scalabre details how a fourth manufacturing revolution will produce a macroeconomic shift and boost employment, productivity and growth.","2,010,474","activism,climate change,cosmos"
Gonzalo Vilariño,How Argentina's blind soccer team became champions,Aug 2016,14:19,https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions?language=en,Gonzalo Vilariño uses sport to change the rules of the game for the disabled.,"With warmth and respect, Gonzalo Vilariño tells the captivating story of Argentina's blind soccer team -- and how a sincere belief in themselves and their capabilities transformed the players from humble beginnings into two-time World Champions. ""You have to get out there and play every game in this beautiful tournament that we call life,"" Vilariño says. (In Spanish with English subtitles)","552,428","discovery,extraterrestrial life,Africa"
Anand Giridharadas,A letter to all who have lost in this era,Aug 2016,16:37,https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era?language=en,Anand Giridharadas writes about people and cultures caught amid the great forces of our time.,"Summer, 2016: amid populist revolts, clashing resentments and fear, writer Anand Giridharadas doesn't give a talk but reads a letter. It's from those who have won in this era of change, to those who have, or feel, lost. It confesses to ignoring pain until it became anger. It chides an idealistic yet remote elite for its behind-closed-doors world-saving and airy, self-serving futurism — for at times worrying more about sending people to Mars than helping them on Earth. And it rejects the exclusionary dogmas to which we cling, calling us instead to ""dare to commit to the dream of each other.""","1,052,135","business,collaboration,activism"
Sarah Parcak,Hunting for Peru's lost civilizations — with satellites,Aug 2016,6:59,https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites?language=en,"Like a modern-day Indiana Jones, Sarah Parcak uses satellite images to locate lost ancient sites. The winner of the 2016 TED Prize, her wish is to protect the world’s shared cultural heritage.","Around the world, hundreds of thousands of lost ancient sites lie buried and hidden from view. Satellite archaeologist Sarah Parcak is determined to find them before looters do. With the 2016 TED Prize, Parcak is building an online citizen-science tool called GlobalXplorer that will train an army of volunteer explorers to find and protect the world's hidden heritage. In this talk, she offers a preview of the first place they'll look: Peru -- the home of Machu Picchu, the Nazca lines and other archaeological wonders waiting to be discovered.","1,190,581","agriculture,community,biology"
James Green,3 moons and a planet that could have alien life,Aug 2016,10:39,https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life?language=en,James Green leads NASA's solar system exploration and astrobiology research.,Is there life beyond Earth? Join NASA's director of planetary science James Green for a survey of the places in our solar system that are most likely to harbor alien life.,"1,875,483","future,innovation,AI"
Monica Araya,A small country with big ideas to get rid of fossil fuels,Aug 2016,15:52,https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels?language=en,In 2015 Monica Araya's native Costa Rica produced almost all of its electricity from renewable sources. She advocates for the next step: a fossil-fuel-free world.,"How do we build a society without fossil fuels? Using her native Costa Rica as an example of positive action on environmental protection and renewables, climate advocate Monica Araya outlines a bold vision for a world committed to clean energy in all sectors.","1,298,827","collaboration,intelligence,health"
Dave Brain,What a planet needs to sustain life,Aug 2016,13:42,https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life?language=en,Dave Brain studies the plasma environments and atmospheres of unmagnetized planets.,"""Venus is too hot, Mars is too cold, and Earth is just right,"" says planetary scientist Dave Brain. But why? In this pleasantly humorous talk, Brain explores the fascinating science behind what it takes for a planet to host life -- and why humanity may just be in the right place at the right time when it comes to the timeline of life-sustaining planets.","1,907,368","human body,animation,biodiversity"
Ngozi Okonjo-Iweala,How Africa can keep rising,Aug 2016,15:23,https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising?language=en,Ngozi Okonjo-Iweala is a respected global economist.,"African growth is a trend, not a fluke, says economist and former Finance Minister of Nigeria Ngozi Okonjo-Iweala. In this refreshingly candid and straightforward talk, Okonjo-Iweala describes the positive progress on the continent and outlines eight challenges African nations still need to address in order to create a better future.","934,088","beauty,biomechanics,history"
Molly Winter,The taboo secret to better health,Aug 2016,12:21,https://www.ted.com/talks/molly_winter_the_taboo_secret_to_better_health?language=en,Molly Winter works on legalizing sustainable building practices.,"Our poop and pee have superpowers, but for the most part we don't harness them. Molly Winter faces down our squeamishness and asks us to see what goes down the toilet as a resource, one that can help fight climate change, spur innovation and even save us money.","1,889,628","math,TED-Ed,brain"
Martin Reeves,How to build a business that lasts 100 years,Aug 2016,14:54,https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years?language=en,BCG's Martin Reeves consults on strategy to global enterprises across a range of industries. ,"If you want to build a business that lasts, there may be no better place to look for inspiration than your own immune system. Join strategist Martin Reeves as he shares startling statistics about shrinking corporate life spans and explains how executives can apply six principles from living organisms to build resilient businesses that flourish in the face of change.","2,181,122","chemistry,humanity,journalism"
Anthony Goldbloom,The jobs we'll lose to machines — and the ones we won't,Aug 2016,4:36,https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t?language=en,Anthony Goldbloom crowdsources solutions to difficult problems using machine learning.,"Machine learning isn't just for simple tasks like assessing credit risk and sorting mail anymore -- today, it's capable of far more complex applications, like grading essays and diagnosing diseases. With these advances comes an uneasy question: Will a robot do your job in the future?","2,640,492","big problems,communication,beauty"
John Cameron,Why do we hiccup?,Jul 2016,4:34,https://www.ted.com/talks/john_cameron_why_do_we_hiccup?language=en,,"The longest recorded case of hiccups lasted for 68 years ... and was caused by a falling hog. While that level of severity is extremely uncommon, most of us are no stranger to an occasional case of the hiccups. But what causes these 'hics' in the first place? John Cameron takes us into the diaphragm to find out. [Directed by Black Powder Design, narrated by Addison Anderson].","1,953,335","art,community,agriculture"
Suzanne Simard,How trees talk to each other,Jul 2016,18:19,https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other?language=en,"Suzanne Simard studies the complex, symbiotic networks in our forests.","""A forest is much more than what you see,"" says ecologist Suzanne Simard. Her 30 years of research in Canadian forests have led to an astounding discovery -- trees talk, often and over vast distances. Learn more about the harmonious yet complicated social lives of trees and prepare to see the natural world with new eyes.","4,396,813","bacteria,big problems,adventure"
Matt Anticole,Why the metric system matters,Jul 2016,4:52,https://www.ted.com/talks/matt_anticole_why_the_metric_system_matters?language=en,,"For the majority of recorded human history, units like the weight of a grain or the length of a hand weren't exact and varied from place to place. Now, consistent measurements are such an integral part of our daily lives that it's hard to appreciate what a major accomplishment for humanity they've been. Matt Anticole traces the wild history of the metric system. [Directed by Globizco, narrated by Addison Anderson, music by Manuel Borda].","4,141,087","art,beauty,botany"
Ed Boyden,A new way to study the brain's invisible secrets,Jul 2016,13:15,https://www.ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets?language=en,Ed Boyden is a professor of biological engineering and brain and cognitive sciences at the MIT Media Lab and the MIT McGovern Institute.,"Neuroengineer Ed Boyden wants to know how the tiny biomolecules in our brains generate emotions, thoughts and feelings -- and he wants to find the molecular changes that lead to disorders like epilepsy and Alzheimer's. Rather than magnify these invisible structures with a microscope, he wondered: What if we physically enlarge them and make them easier to see? Learn how the same polymers used to make baby diapers swell could be a key to better understanding our brains.","1,523,472","cities,design,agriculture"
Gerard Ryle,How the Panama Papers journalists broke the biggest leak in history,Jul 2016,13:08,https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history?language=en,"As director of the International Consortium of Investigative Journalists, Gerard Ryle is one of the key figures behind the Panama Papers.","Gerard Ryle led the international team that divulged the Panama Papers, the 11.5 million leaked documents from 40 years of activity of the Panamanian law firm Mossack Fonseca that have offered an unprecedented glimpse into the scope and methods of the secretive world of offshore finance. Hear the story behind the biggest collaborative journalism project in history.","1,085,195","animals,biodiversity,women in business"
eL Seed,"A project of peace, painted across 50 buildings",Jul 2016,11:26,https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings?language=en,"French-Tunisian artist eL Seed blends the historic art of Arabic calligraphy with graffti to portray messages of beauty, poetry and peace across all continents.","eL Seed fuses Arabic calligraphy with graffiti to paint colorful, swirling messages of hope and peace on buildings from Tunisia to Paris. The artist and TED Fellow shares the story of his most ambitious project yet: a mural painted across 50 buildings in Manshiyat Naser, a district of Cairo, Egypt, that can only be fully seen from a nearby mountain.","959,390","women,Middle East,collaboration"
Lisa Dyson,A forgotten Space Age technology could change how we grow food,Jul 2016,11:55,https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food?language=en,Lisa Dyson thinks a new class of crops might help us reinvent agriculture -- and feed the world.,"We're heading for a world population of 10 billion people -- but what will we all eat? Lisa Dyson rediscovered an idea developed by NASA in the 1960s for deep-space travel, and it could be a key to reinventing how we grow food.","1,442,392","communication,design,math"
Adam Savage,My love letter to cosplay,Jul 2016,13:07,https://www.ted.com/talks/adam_savage_my_love_letter_to_cosplay?language=en,"Adam Savage is an internationally renowned television producer, host and public speaker.","Adam Savage makes things and builds experiments, and he uses costumes to add humor, color and clarity to the stories he tells. Tracing his lifelong love of costumes -- from a childhood space helmet made of an ice cream tub to a No-Face costume he wore to Comic-Con -- Savage explores the world of cosplay and the meaning it creates for its community. ""We're connecting with something important inside of us,"" he says. ""The costumes are how we reveal ourselves to each other.""","2,981,558","TED-Ed,animation,art"
Shubhendu Sharma,How to grow a forest in your backyard,Jul 2016,9:11,https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard?language=en,"Shubhendu Sharma creates afforestation methods that make it easy to plant maintenance-free, wild and biodiverse forests.","Forests don't have to be far-flung nature reserves, isolated from human life. Instead, we can grow them right where we are -- even in cities. Eco-entrepreneur and TED Fellow Shubhendu Sharma grows ultra-dense, biodiverse mini-forests of native species in urban areas by engineering soil, microbes and biomass to kickstart natural growth processes. Follow along as he describes how to grow a 100-year-old forest in just 10 years, and learn how you can get in on this tiny jungle party.","2,825,144","comedy,bullying,creativity"
Emma Marris,Nature is everywhere — we just need to learn to see it,Jul 2016,15:52,https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it?language=en,"Emma Marris is a writer focusing on environmental science, policy and culture, with an approach that she paints as being ""more interested in finding and describing solutions than delineating problems, and more interested in joy than despair.""","How do you define ""nature?"" If we define it as that which is untouched by humans, then we won't have any left, says environmental writer Emma Marris. She urges us to consider a new definition of nature -- one that includes not only pristine wilderness but also the untended patches of plants growing in urban spaces -- and encourages us to bring our children out to touch and tinker with it, so that one day they might love and protect it.","1,349,849","literature,writing,global issues"
Leila Hoteit,3 lessons on success from an Arab businesswoman,Jul 2016,14:02,https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman?language=en,BCG's Leila Hoteit specializes in human capital and education throughout the Middle East.,"Professional Arab women juggle more responsibilities than their male counterparts, and they face more cultural rigidity than Western women. What can their success teach us about tenacity, competition, priorities and progress? Tracing her career as an engineer, advocate and mother in Abu Dhabi, Leila Hoteit shares three lessons for thriving in the modern world.","3,963,279","global development,big problems,architecture"
Elise Roy,"When we design for disability, we all benefit",Jul 2016,13:17,https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit?language=en,Elise Roy thinks that designers have the capacity and responsibility to address and resolve human problems on micro and macro scales and contribute to social well-being.,"""I believe that losing my hearing was one of the greatest gifts I've ever received,"" says Elise Roy. As a disability rights lawyer and design thinker, she knows that being Deaf gives her a unique way of experiencing and reframing the world -- a perspective that could solve some of our largest problems. As she says: ""When we design for disability first, you often stumble upon solutions that are better than those when we design for the norm.""","1,404,255","community,violence,music"
Ganesh Pai,Can you solve the passcode riddle?,Jul 2016,3:48,https://www.ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle?language=en,,"In a dystopian world, your resistance group is humanity's last hope. Unfortunately, you've all been captured by the tyrannical rulers and brought to the ancient coliseum for their deadly entertainment. Will you be able to solve the passcode riddle and get everyone out safely? Ganesh Pai shows how. [Directed by Jun Zee Myers, narrated by Addison Anderson].","7,366,971","performance,prison,health"
Safwat Saleem,"Why I keep speaking up, even when people mock my accent",Jul 2016,10:48,https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent?language=en,Safwat Saleem uses satire and art to bring to light stories of adversity.,"Artist Safwat Saleem grew up with a stutter -- but as an independent animator, he decided to do his own voiceovers to give life to his characters. When YouTube commenters started mocking his Pakistani accent, it crushed him, and his voice began to leave his work. Hear how this TED Fellow reclaimed his voice and confidence in this charming, thoughtful talk.","1,601,086","public health,animation,ancient world"
Emma Bryce,How to use a semicolon,Jul 2016,3:20,https://www.ted.com/talks/emma_bryce_how_to_use_a_semicolon?language=en,,"It may seem like the semicolon is struggling with an identity crisis. It looks like a comma crossed with a period. Maybe that's why we toss these punctuation marks around like grammatical confetti; we're confused about how to use them properly. Emma Bryce clarifies best practices for the semi-confusing semicolon. [Directed by Karrot Entertainment, narrated by Addison Anderson, music by Tom Jordan].","1,268,855","animals,biodiversity,choice"
Alexander Betts,Why Brexit happened — and what to do next,Jul 2016,17:22,https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next?language=en,Alexander Betts explores ways societies might empower refugees rather than pushing them to the margins.,"We are embarrassingly unaware of how divided our societies are, and Brexit grew out of a deep, unexamined divide between those that fear globalization and those that embrace it, says social scientist Alexander Betts. How do we now address that fear as well as growing disillusionment with the political establishment, while refusing to give in to xenophobia and nationalism? Join Betts as he discusses four post-Brexit steps toward a more inclusive world.","3,619,546","communication,collaboration,collaboration"
Marwa Al-Sabouni,How Syria's architecture laid the foundation for brutal war,Jul 2016,10:25,https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war?language=en,"Marwa Al-Sabouni suggests that architecture played a crucial role in the slow unraveling of Syrian cities' social fabric, preparing the way for once-friendly groups to become enemies instead of neighbors.","What caused the war in Syria? Oppression, drought and religious differences all played key roles, but Marwa Al-Sabouni suggests another reason: architecture. Speaking to us over the Internet from Homs, where for the last six years she has watched the war tear her city apart, Al-Sabouni suggests that Syria's architecture divided its once tolerant and multicultural society into single-identity enclaves defined by class and religion. The country's future now depends on how it chooses to rebuild.","1,069,604","health,public health,AI"
John Legend,"""Redemption Song""",Jul 2016,8:38,https://www.ted.com/talks/john_legend_redemption_song?language=en,"With his philanthropic work, John Legend is leveraging his stardom to raise social consciousness and make a positive impact on a global scale. ","John Legend is on a mission to transform America's criminal justice system. Through his Free America campaign, he's encouraging rehabilitation and healing in our prisons, jails and detention centers -- and giving hope to those who want to create a better life after serving their time. With a spoken-word prelude from James Cavitt, an inmate at San Quentin State Prison, Legend treats us to his version of Bob Marley's ""Redemption Song."" ""Won't you help to sing these songs of freedom?""","2,061,174","algorithm,beauty,astronomy"
Mia Nacamulli,What is obesity?,Jul 2016,4:55,https://www.ted.com/talks/mia_nacamulli_what_is_obesity?language=en,,"Obesity is an escalating global epidemic. It substantially raises the probability of diseases like diabetes, heart disease, stroke, high blood pressure, and cancer. But what is the distinction between being overweight and being obese? And how does a person become obese? Mia Nacamulli explores obesity. [Directed by Kozmonot Animation Studio, narrated by Pen-Pen Chen, music by WORKPLAYWORK and Cem Misirlioglu].","713,369","collaboration,data,architecture"
Prosanta Chakrabarty,"Clues to prehistoric times, found in blind cavefish",Jun 2016,4:49,https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish?language=en,Prosanta Chakrabarty studies fish to help explain the evolution of human beings and our planet. ,"TED Fellow Prosanta Chakrabarty explores hidden parts of the world in search of new species of cave-dwelling fish. These subterranean creatures have developed fascinating adaptations, and they provide biological insights into blindness as well as geological clues about how the continents broke apart million of years ago. Contemplate deep time in this short talk.","1,235,319","cities,community,communication"
Julia Galef,Why you think you're right — even if you're wrong,Jun 2016,11:37,https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong?language=en,Julia Galef investigates how and why people change their minds.,"Perspective is everything, especially when it comes to examining your beliefs. Are you a soldier, prone to defending your viewpoint at all costs -- or a scout, spurred by curiosity? Julia Galef examines the motivations behind these two mindsets and how they shape the way we interpret information, interweaved with a compelling history lesson from 19th-century France. When your steadfast opinions are tested, Galef asks: ""What do you most yearn for? Do you yearn to defend your own beliefs or do you yearn to see the world as clearly as you possibly can?""","4,205,676","humanity,personality,children"
Leah Lagos and Jaspal Ricky Singh,How playing sports benefits your body... and your brain,Jun 2016,3:31,https://www.ted.com/talks/leah_lagos_and_jaspal_ricky_singh_how_playing_sports_benefits_your_body_and_your_brain?language=en,,"The victory of the underdog. The last minute penalty shot that wins the tournament. The training montage. Many people love to glorify victory on the field, cheer for teams, and play sports. But should we be obsessed with sports? Are sports as good for us as we make them out to be, or are they just a fun and entertaining pastime? Leah Lagos and Jaspal Ricky Singh show what science has to say on the matter. [Directed by Serin Inan and Tolga Yildiz, narrated by Susan Zimmerman, music by Cem Misirlioglu and Brooks Ball].","1,008,582","communication,community,consciousness"
Blaise Agüera y Arcas,How computers are learning to be creative,Jun 2016,17:34,https://www.ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative?language=en,"Blaise Agüera y Arcas works on machine learning at Google. Previously a Distinguished Engineer at Microsoft, he has worked on augmented reality, mapping, wearable computing and natural user interfaces.","We're on the edge of a new frontier in art and creativity -- and it's not human. Blaise Agüera y Arcas, principal scientist at Google, works with deep neural networks for machine perception and distributed learning. In this captivating demo, he shows how neural nets trained to recognize images can be run in reverse, to generate them. The results: spectacular, hallucinatory collages (and poems!) that defy categorization. ""Perception and creativity are very intimately connected,"" Agüera y Arcas says. ""Any creature, any being that is able to do perceptual acts is also able to create.""","1,969,950","health,history,health"
Wanda Diaz Merced,How a blind astronomer found a way to hear the stars,Jun 2016,11:15,https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars?language=en,"While searching for ways to study stellar radiation without relying on sight, Wanda Diaz Merced has developed a way to represent complex data about our universe as sound.","Wanda Diaz Merced studies the light emitted by gamma-ray bursts, the most energetic events in the universe. When she lost her sight and was left without a way to do her science, she had a revelatory insight: the light curves she could no longer see could be translated into sound. Through sonification, she regained mastery over her work, and now she's advocating for a more inclusive scientific community. ""Science is for everyone,"" she says. ""It has to be available to everyone, because we are all natural explorers.""","931,127","brain,food,activism"
Tom Hulme,What can we learn from shortcuts?,Jun 2016,7:20,https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts?language=en,"Tom Hulme's enthusiasm spans physics, design, entrepreneurship and investment.","How do you build a product people really want? Allow consumers to be a part of the process. ""Empathy for what your customers want is probably the biggest leading indicator of business success,"" says designer Tom Hulme. In this short talk, Hulme lays out three insightful examples of the intersection of design and user experience, where people have developed their own desire paths out of necessity. Once you know how to spot them, you'll start noticing them everywhere.","1,634,183","community,health,activism"
Brian Little,"Who are you, really? The puzzle of personality",Jun 2016,15:15,https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality?language=en,Cambridge research professor Brian Little analyzes and redefines the threads of our personalities -- and suggests ways we can transform ourselves.,"What makes you, you? Psychologists like to talk about our traits, or defined characteristics that make us who we are. But Brian Little is more interested in moments when we transcend those traits -- sometimes because our culture demands it of us, and sometimes because we demand it of ourselves. Join Little as he dissects the surprising differences between introverts and extroverts and explains why your personality may be more malleable than you think.","12,104,964","community,TEDx,choice"
Seema Bansal,How to fix a broken education system ... without any more money,Jun 2016,14:28,https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money?language=en,"BCG's Seema Bansal asks: Can governments actually make a meaningful difference in education? And rapidly? Yes, it turns out.","Seema Bansal forged a path to public education reform for 15,000 schools in Haryana, India, by setting an ambitious goal: by 2020, 80 percent of children should have grade-level knowledge. She's looking to meet this goal by seeking reforms that will work in every school without additional resources. Bansal and her team have found success using creative, straightforward techniques such as communicating with teachers using SMS group chats, and they have already measurably improved learning and engagement in Haryana's schools.","1,551,264","communication,design,history"
Steven Zheng,How does anesthesia work?,Jun 2016,4:41,https://www.ted.com/talks/steven_zheng_how_does_anesthesia_work?language=en,,"When under anesthesia, you can't move, form memories, or — hopefully — feel pain. And while it might just seem like you are asleep for that time, you actually aren't. What's going on? Steven Zheng explains what we know about the science behind anesthesia. [Directed by Zedem Media, narrated by Addison Anderson].","6,729,068","sociology,TED-Ed,beauty"
Mia Nacamulli,How the food you eat affects your brain,Jun 2016,4:37,https://www.ted.com/talks/mia_nacamulli_how_the_food_you_eat_affects_your_brain?language=en,,"When it comes to what you bite, chew and swallow, your choices have a direct and long-lasting effect on the most powerful organ in your body: your brain. So which foods cause you to feel so tired after lunch? Or so restless at night? Mia Nacamulli takes you into the brain to find out. [Directed by Private Island, narrated by Addison Anderson].","7,941,772","collaboration,communication,biotech"
Keolu Fox,Why genetic research must be more diverse,Jun 2016,6:48,https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse?language=en,Keolu Fox explores the links between human genetic variation and disease in underrepresented populations.,"Ninety-six percent of genome studies are based on people of European descent. The rest of the world is virtually unrepresented -- and this is dangerous, says geneticist and TED Fellow Keolu Fox, because we react to drugs differently based on our genetic makeup. Fox is working to democratize genome sequencing, specifically by advocating for indigenous populations to get involved in research, with the goal of eliminating health disparities. ""The research community needs to immerse itself in indigenous culture,"" he says, ""or die trying.""","954,096","design,exploration,collaboration"
Gill Hicks,I survived a terrorist attack. Here's what I learned,Jun 2016,10:37,https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned?language=en,Gill Hicks has dedicated her life to being an advocate for peace.,"Gill Hicks's story is one of compassion and humanity, emerging from the ashes of chaos and hate. A survivor of the London terrorist bombings on July 7, 2005, she shares her story of the events of that day -- and the profound lessons that came as she learned how to live on.","948,861","big problems,global issues,activism"
Tristan Harris,How better tech could protect us from distraction,Jun 2016,14:55,https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction?language=en,Tristan Harris helps the technology industry more consciously and ethically shape the human spirit and human potential.,"How often does technology interrupt us from what we really mean to be doing? At work and at play, we spend a startling amount of time distracted by pings and pop-ups -- instead of helping us spend our time well, it often feels like our tech is stealing it away from us. Design thinker Tristan Harris offers thoughtful new ideas for technology that creates more meaningful interaction. He asks: ""What does the future of technology look like when you're designing for the deepest human values?""","1,818,162","Africa,agriculture,activism"
Benedetta Berti and Evelien Borgman,What does it mean to be a refugee?,Jun 2016,5:27,https://www.ted.com/talks/benedetta_berti_and_evelien_borgman_what_does_it_mean_to_be_a_refugee_feb_2018?language=en,Benedetta Berti studies how conflicts impact civilians.,"About 60 million people around the globe have been forced to leave their homes to escape war, violence and persecution. The majority have become Internally Displaced Persons, meaning they fled their homes but are still in their own countries. Others, referred to as refugees, sought shelter outside their own country. But what does that term really mean? Benedetta Berti and Evelien Borgman explain. [Directed by Biljana Labovic, narrated by Susan Zimmerman, music by David Obuchowski and Peter Linder].  ","798,943","community,comedy,health"
